lease_id,unit_id,property_id,metro,lease_start_date,leased_month,as_of_date,tenure_months,monthly_rent,market_rent_proxy,rent_to_market_ratio,late_payment_count_12m,work_order_count_12m,prior_renewal_count,bedrooms,renewed,synthetic_signal_z,dataset_version_id,cohort_month,is_long_tenure,high_service_load,ecosystem_segment,brand_line,flagship_style,metro_cluster,property_name,renewal_probability_ml,predicted_renewed_flag,risk_score,risk_tier,mlflow_run_id,model_name,scored_at
L000067,PROP018-U0197,PROP018,Madison,2021-05-07,2021-05,2022-10-29,18,1591.31,1563.28,1.0179,0,3,2,3,0,0.6298,synthetic-demo-core-intel-v2026-05-16,2021-05,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.49759,0,0.50241,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000068,PROP034-U0237,PROP034,Madison,2021-05-15,2021-05,2023-06-04,25,1806.79,1762.12,1.0253,2,2,0,2,0,-0.4982,synthetic-demo-core-intel-v2026-05-16,2021-05,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.28847,0,0.71153,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000069,PROP004-U0133,PROP004,Orlando,2024-01-16,2024-01,2024-08-13,7,1698.72,1443.45,1.1769,0,2,3,4,1,1.0372,synthetic-demo-core-intel-v2026-05-16,2024-01,0,0,btr_single_family_lot,SignalLoop synthetic,wrap_garden,major_msa_hub,Harbour Terrace,0.63981,1,0.36019,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000070,PROP029-U0119,PROP029,Bloomington,2022-07-16,2022-07,2023-05-12,10,1522.95,1699.63,0.896,0,0,2,1,0,0.8803,synthetic-demo-core-intel-v2026-05-16,2022-07,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.52577,1,0.47423,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000071,PROP006-U0038,PROP006,Nashville,2024-10-28,2024-10,2025-09-23,11,2105.08,1896.98,1.1097,0,1,1,2,1,0.3399,synthetic-demo-core-intel-v2026-05-16,2024-10,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.4869,0,0.5131,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000072,PROP010-U0472,PROP010,Denver,2021-01-08,2021-01,2022-08-01,19,1748.96,1989.12,0.8793,2,4,1,1,0,0.135,synthetic-demo-core-intel-v2026-05-16,2021-01,1,1,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.48435,0,0.51565,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000073,PROP033-U0116,PROP033,Bloomington,2022-12-05,2022-12,2024-12-24,25,1833.3,1795.54,1.021,1,1,2,1,0,0.2546,synthetic-demo-core-intel-v2026-05-16,2022-12,1,0,student_housing_pad,MetroHalo synthetic,townhome_strip,sunbelt_launch,Nova Walk,0.46361,0,0.53639,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000074,PROP011-U0575,PROP011,Denver,2022-03-08,2022-03,2024-02-26,24,1278.61,1410.93,0.9062,0,1,4,3,1,1.3346,synthetic-demo-core-intel-v2026-05-16,2022-03,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.70887,1,0.29113,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000075,PROP020-U0029,PROP020,Denver,2024-10-11,2024-10,2026-06-03,20,1789.83,1948.39,0.9186,0,2,1,3,1,0.6159,synthetic-demo-core-intel-v2026-05-16,2024-10,1,0,btr_single_family_lot,SignalLoop synthetic,townhome_strip,college_city_corridor,Waypoint Quarter,0.5264,1,0.4736,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000076,PROP015-U0107,PROP015,Columbus,2023-07-27,2023-07,2025-04-17,21,1675.13,1812.14,0.9244,1,2,2,4,0,0.6231,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.54662,1,0.45338,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000077,PROP024-U0113,PROP024,Phoenix,2023-12-17,2023-12,2025-02-09,14,1669.42,1676.01,0.9961,0,3,0,3,0,0.1593,synthetic-demo-core-intel-v2026-05-16,2023-12,0,0,hybrid_corner,TapestryBands synthetic,wrap_garden,major_msa_hub,Brightline Courts,0.38385,0,0.61615,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000078,PROP015-U0407,PROP015,Columbus,2022-02-11,2022-02,2023-08-05,18,1277.54,1147.81,1.113,1,0,3,3,0,0.8524,synthetic-demo-core-intel-v2026-05-16,2022-02,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.4966,0,0.5034,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000079,PROP016-U0281,PROP016,Columbus,2024-06-06,2024-06,2025-03-03,9,1783.74,1756.14,1.0157,4,0,4,2,1,0.9988,synthetic-demo-core-intel-v2026-05-16,2024-06,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.5889,1,0.4111,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000080,PROP029-U0363,PROP029,Bloomington,2024-03-22,2024-03,2025-07-15,16,1864.74,1814.9,1.0275,0,3,4,3,1,1.2969,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.70582,1,0.29418,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000081,PROP021-U0130,PROP021,Nashville,2024-01-03,2024-01,2024-11-28,11,1827.24,1811.37,1.0088,1,1,4,2,0,1.4012,synthetic-demo-core-intel-v2026-05-16,2024-01,0,0,btr_single_family_lot,TapestryBands synthetic,townhome_strip,college_city_corridor,Alto District,0.71585,1,0.28415,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000082,PROP022-U0066,PROP022,Bloomington,2022-10-31,2022-10,2024-10-20,24,1792.91,1605.81,1.1165,1,1,3,2,0,0.4657,synthetic-demo-core-intel-v2026-05-16,2022-10,1,0,student_housing_pad,SignalLoop synthetic,wrap_garden,growth_infill,Piedmont Park,0.5304,1,0.4696,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000083,PROP029-U0215,PROP029,Bloomington,2024-07-14,2024-07,2025-08-08,13,2107.42,2056.14,1.0249,1,2,2,4,1,0.6973,synthetic-demo-core-intel-v2026-05-16,2024-07,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.58151,1,0.41849,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000084,PROP016-U0081,PROP016,Columbus,2023-07-26,2023-07,2024-08-19,13,1978.96,1487.33,1.22,2,1,4,2,1,0.851,synthetic-demo-core-intel-v2026-05-16,2023-07,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.55909,1,0.44091,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000085,PROP030-U0005,PROP030,Phoenix,2021-04-02,2021-04,2022-05-27,14,1838.65,1791.72,1.0262,0,2,0,4,1,0.3106,synthetic-demo-core-intel-v2026-05-16,2021-04,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.3895,0,0.6105,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000086,PROP027-U0311,PROP027,Austin,2024-05-22,2024-05,2026-05-12,24,1308.6,1322.59,0.9894,2,2,1,1,0,-0.0097,synthetic-demo-core-intel-v2026-05-16,2024-05,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.38274,0,0.61726,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000087,PROP032-U0302,PROP032,Austin,2021-01-30,2021-01,2023-01-20,24,1738.69,1623.13,1.0712,1,2,0,2,0,-0.4151,synthetic-demo-core-intel-v2026-05-16,2021-01,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.33461,0,0.66539,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000088,PROP016-U0457,PROP016,Columbus,2023-08-14,2023-08,2024-10-07,14,2188.48,2138.22,1.0235,0,1,1,2,1,0.3563,synthetic-demo-core-intel-v2026-05-16,2023-08,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.42913,0,0.57087,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000089,PROP021-U0187,PROP021,Nashville,2021-12-16,2021-12,2024-01-05,25,2241.2,2272.17,0.9864,1,1,1,5,1,0.3314,synthetic-demo-core-intel-v2026-05-16,2021-12,1,0,btr_single_family_lot,TapestryBands synthetic,townhome_strip,college_city_corridor,Alto District,0.56083,1,0.43917,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000090,PROP006-U0069,PROP006,Nashville,2024-06-10,2024-06,2026-03-02,21,1678.44,1822.94,0.9207,1,2,2,3,1,0.728,synthetic-demo-core-intel-v2026-05-16,2024-06,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.6108,1,0.3892,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000091,PROP005-U0227,PROP005,Columbus,2023-10-19,2023-10,2025-08-09,22,1988.37,2166.62,0.9177,1,1,3,4,1,0.9541,synthetic-demo-core-intel-v2026-05-16,2023-10,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.62276,1,0.37724,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000092,PROP005-U0178,PROP005,Columbus,2024-02-06,2024-02,2026-01-26,24,1888.02,1937.03,0.9747,0,1,4,1,0,1.0522,synthetic-demo-core-intel-v2026-05-16,2024-02,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.6182,1,0.3818,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000093,PROP025-U0003,PROP025,Denver,2023-09-07,2023-09,2024-09-01,12,1415.64,1412.11,1.0025,2,2,2,3,0,0.8226,synthetic-demo-core-intel-v2026-05-16,2023-09,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,college_city_corridor,Tapestry Walk,0.55224,1,0.44776,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000094,PROP012-U0255,PROP012,Denver,2023-03-05,2023-03,2024-07-27,17,1950.72,2009.61,0.9707,0,1,0,1,0,0.1276,synthetic-demo-core-intel-v2026-05-16,2023-03,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.38525,0,0.61475,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000095,PROP011-U0464,PROP011,Denver,2024-04-24,2024-04,2025-03-20,11,1620.28,1868.18,0.8673,0,3,0,1,0,0.2031,synthetic-demo-core-intel-v2026-05-16,2024-04,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.44922,0,0.55078,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000096,PROP023-U0227,PROP023,Orlando,2022-02-21,2022-02,2023-02-16,12,1459.02,1521.21,0.9591,4,0,2,2,0,0.3852,synthetic-demo-core-intel-v2026-05-16,2022-02,0,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.49888,0,0.50112,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000097,PROP015-U0319,PROP015,Columbus,2023-01-10,2023-01,2024-04-04,15,1613.27,1649.01,0.9783,1,0,3,2,1,0.9643,synthetic-demo-core-intel-v2026-05-16,2023-01,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.54058,1,0.45942,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000098,PROP006-U0152,PROP006,Nashville,2022-02-22,2022-02,2022-09-20,7,1785.64,1948.48,0.9164,2,0,4,4,1,1.5628,synthetic-demo-core-intel-v2026-05-16,2022-02,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.75936,1,0.24064,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000099,PROP021-U0171,PROP021,Nashville,2021-06-09,2021-06,2022-04-05,10,1697.5,1704.43,0.9959,3,1,1,4,0,0.4785,synthetic-demo-core-intel-v2026-05-16,2021-06,0,0,btr_single_family_lot,TapestryBands synthetic,townhome_strip,college_city_corridor,Alto District,0.51712,1,0.48288,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000100,PROP021-U0080,PROP021,Nashville,2024-05-10,2024-05,2026-03-01,22,1869.43,1733.82,1.0782,1,0,0,3,0,0.0294,synthetic-demo-core-intel-v2026-05-16,2024-05,1,0,btr_single_family_lot,TapestryBands synthetic,townhome_strip,college_city_corridor,Alto District,0.3833,0,0.6167,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000101,PROP006-U0213,PROP006,Nashville,2022-11-27,2022-11,2023-08-24,9,1595.65,1657.92,0.9624,1,1,0,3,0,0.3037,synthetic-demo-core-intel-v2026-05-16,2022-11,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.45214,0,0.54786,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000102,PROP011-U0222,PROP011,Denver,2021-03-17,2021-03,2022-09-08,18,1792.79,1818.75,0.9857,0,3,3,1,1,0.8533,synthetic-demo-core-intel-v2026-05-16,2021-03,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.62707,1,0.37293,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000103,PROP010-U0515,PROP010,Denver,2024-03-01,2024-03,2025-11-21,21,1513.15,1485.03,1.0189,2,1,4,1,1,0.9424,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.62334,1,0.37666,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000104,PROP027-U0009,PROP027,Austin,2024-08-11,2024-08,2025-07-07,11,1156.52,1209.97,0.9558,0,1,0,1,1,0.2376,synthetic-demo-core-intel-v2026-05-16,2024-08,0,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.35373,0,0.64627,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000105,PROP010-U0664,PROP010,Denver,2023-07-16,2023-07,2024-10-08,15,1475.89,1248.5,1.1821,1,3,0,2,0,-0.3369,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.33454,0,0.66546,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000106,PROP002-U0230,PROP002,Chicago,2022-04-03,2022-04,2024-02-22,23,1348.68,1286.7,1.0482,0,1,0,2,1,-0.257,synthetic-demo-core-intel-v2026-05-16,2022-04,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.2858,0,0.7142,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000107,PROP011-U0186,PROP011,Denver,2024-04-18,2024-04,2026-02-07,22,1260.02,1165.92,1.0807,1,2,2,4,1,0.412,synthetic-demo-core-intel-v2026-05-16,2024-04,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.5307,1,0.4693,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000108,PROP017-U0019,PROP017,Austin,2023-11-01,2023-11,2025-10-21,24,2200.99,2056.03,1.0705,0,0,1,4,1,0.4448,synthetic-demo-core-intel-v2026-05-16,2023-11,1,0,btr_single_family_lot,MetroHalo synthetic,townhome_strip,growth_infill,Tapestry Flats,0.45799,0,0.54201,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000109,PROP028-U0339,PROP028,Chicago,2022-02-03,2022-02,2023-07-28,18,1794.91,1771.42,1.0133,0,1,4,2,0,1.1801,synthetic-demo-core-intel-v2026-05-16,2022-02,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.61985,1,0.38015,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000110,PROP002-U0532,PROP002,Chicago,2022-04-08,2022-04,2024-02-27,23,1343.43,1239.51,1.0838,2,2,4,2,1,0.7228,synthetic-demo-core-intel-v2026-05-16,2022-04,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.55655,1,0.44345,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000111,PROP032-U0271,PROP032,Austin,2024-10-14,2024-10,2025-11-08,13,1356.31,1549.64,0.8752,0,1,2,3,1,1.0564,synthetic-demo-core-intel-v2026-05-16,2024-10,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.58339,1,0.41661,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000112,PROP012-U0312,PROP012,Denver,2024-08-27,2024-08,2026-02-18,18,1653.83,1717.32,0.963,2,2,0,2,1,-0.1041,synthetic-demo-core-intel-v2026-05-16,2024-08,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.38347,0,0.61653,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000113,PROP013-U0082,PROP013,Denver,2023-08-06,2023-08,2025-02-26,19,1562.51,1457.01,1.0724,2,2,2,3,1,0.6482,synthetic-demo-core-intel-v2026-05-16,2023-08,1,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,major_msa_hub,Piedmont Walk,0.51566,1,0.48434,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000114,PROP002-U0071,PROP002,Chicago,2021-02-21,2021-02,2023-03-13,25,1528.26,1302.18,1.1736,1,0,1,3,0,-0.0594,synthetic-demo-core-intel-v2026-05-16,2021-02,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.3145,0,0.6855,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000115,PROP011-U0306,PROP011,Denver,2021-11-18,2021-11,2022-12-13,13,1607.98,1528.24,1.0522,2,0,4,2,1,1.1496,synthetic-demo-core-intel-v2026-05-16,2021-11,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.64352,1,0.35648,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000116,PROP017-U0020,PROP017,Austin,2022-05-10,2022-05,2024-03-30,23,1977.64,1922.22,1.0288,0,0,3,3,0,1.1511,synthetic-demo-core-intel-v2026-05-16,2022-05,1,0,btr_single_family_lot,MetroHalo synthetic,townhome_strip,growth_infill,Tapestry Flats,0.59647,1,0.40353,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000117,PROP024-U0262,PROP024,Phoenix,2023-01-21,2023-01,2024-05-15,16,1766.73,1671.38,1.057,0,2,4,2,1,1.139,synthetic-demo-core-intel-v2026-05-16,2023-01,1,0,hybrid_corner,TapestryBands synthetic,wrap_garden,major_msa_hub,Brightline Courts,0.6268,1,0.3732,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000118,PROP028-U0309,PROP028,Chicago,2024-04-29,2024-04,2024-12-25,8,1390.91,1691.5,0.8223,1,1,1,1,0,0.5429,synthetic-demo-core-intel-v2026-05-16,2024-04,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.42662,0,0.57338,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000119,PROP020-U0032,PROP020,Denver,2024-04-02,2024-04,2025-10-24,19,1917.99,1648.31,1.1636,0,0,1,2,0,0.2391,synthetic-demo-core-intel-v2026-05-16,2024-04,1,0,btr_single_family_lot,SignalLoop synthetic,townhome_strip,college_city_corridor,Waypoint Quarter,0.39909,0,0.60091,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000120,PROP005-U0087,PROP005,Columbus,2022-01-19,2022-01,2024-02-08,25,1916.54,1924.85,0.9957,2,2,2,2,0,0.1618,synthetic-demo-core-intel-v2026-05-16,2022-01,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.46671,0,0.53329,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000121,PROP015-U0231,PROP015,Columbus,2021-06-02,2021-06,2022-08-26,15,1055.24,1043.58,1.0112,1,5,4,1,1,1.0199,synthetic-demo-core-intel-v2026-05-16,2021-06,1,1,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.61452,1,0.38548,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000122,PROP027-U0509,PROP027,Austin,2022-01-21,2022-01,2023-05-16,16,1673.05,1637.62,1.0216,1,1,2,2,1,0.6238,synthetic-demo-core-intel-v2026-05-16,2022-01,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.49845,0,0.50155,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000123,PROP025-U0086,PROP025,Denver,2021-11-26,2021-11,2023-11-16,24,1599.53,1335.85,1.1974,0,0,1,5,0,0.2035,synthetic-demo-core-intel-v2026-05-16,2021-11,1,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,college_city_corridor,Tapestry Walk,0.43246,0,0.56754,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000124,PROP022-U0313,PROP022,Bloomington,2024-06-12,2024-06,2026-06-02,24,1947.99,1940.91,1.0036,2,2,4,2,1,0.8011,synthetic-demo-core-intel-v2026-05-16,2024-06,1,0,student_housing_pad,SignalLoop synthetic,wrap_garden,growth_infill,Piedmont Park,0.65017,1,0.34983,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000125,PROP018-U0320,PROP018,Madison,2021-01-20,2021-01,2022-03-16,14,1798.34,1825.91,0.9849,0,2,1,1,1,0.3664,synthetic-demo-core-intel-v2026-05-16,2021-01,0,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.39627,0,0.60373,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000126,PROP018-U0273,PROP018,Madison,2024-03-08,2024-03,2025-11-28,21,1790.21,1898.21,0.9431,0,0,4,2,1,1.2268,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.61797,1,0.38203,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000127,PROP036-U0379,PROP036,Columbus,2023-07-09,2023-07,2024-12-30,18,1372.39,1428.76,0.9605,1,2,3,2,1,0.8143,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.55821,1,0.44179,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000128,PROP023-U0184,PROP023,Orlando,2021-05-29,2021-05,2022-11-20,18,1747.28,1928.21,0.9062,1,1,0,1,0,-0.0703,synthetic-demo-core-intel-v2026-05-16,2021-05,1,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.38944,0,0.61056,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000129,PROP023-U0154,PROP023,Orlando,2023-08-18,2023-08,2025-04-09,20,1775.67,1466.83,1.2105,2,0,2,2,1,0.0358,synthetic-demo-core-intel-v2026-05-16,2023-08,1,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.4306,0,0.5694,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000130,PROP012-U0380,PROP012,Denver,2023-03-24,2023-03,2024-03-18,12,1075.34,1053.87,1.0204,0,0,3,2,1,1.1225,synthetic-demo-core-intel-v2026-05-16,2023-03,0,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.58541,1,0.41459,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L000131,PROP018-U0090,PROP018,Madison,2021-01-06,2021-01,2022-01-01,12,1627.36,1973.8,0.8245,1,0,4,2,1,1.5119,synthetic-demo-core-intel-v2026-05-16,2021-01,0,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.65801,1,0.34199,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
